pId	weight.kDa.	length	trypticCount	pI
IPI00109676	IPI00109676	113.46354611	1023	47	8.36767578125
IPI00109689	IPI00109689	26.81592077	252	13	7.47412109375
IPI00109695	IPI00109695	19.93676406	185	10	4.47509765625
IPI00109696	IPI00109696	13.78794383	131	9	10.31591796875
IPI00109697	IPI00109697	18.24060126	162	11	11.66357421875
IPI00109699	IPI00109699	76.10038673	660	29	8.01611328125
IPI00109705	IPI00109705	32.33474788	284	15	5.89697265625
IPI00109708	IPI00109708	26.86128196	246	11	7.16650390625
IPI00109709	IPI00109709	21.42704345	193	12	5.03369140625
IPI00109712	IPI00109712	40.19633385	384	11	9.61279296875
IPI00109713	IPI00109713	35.81181063	315	15	10.30126953125
IPI00109714	IPI00109714	28.13741947	257	13	10.37451171875
IPI00109727	IPI00109727	18.05050268	162	9	9.14404296875
IPI00109729	IPI00109729	19.76186152	173	11	5.78271484375
IPI00109731	IPI00109731	34.20044331	305	10	6.36669921875
IPI00109740	IPI00109740	33.30184732	306	17	11.57568359375
IPI00109742	IPI00109742	12.39633109	115	8	10.31591796875
IPI00109744	IPI00109744	42.36275106	377	24	10.71142578125
IPI00109747	IPI00109747	49.50786657	460	11	6.26513671875
IPI00109750	IPI00109750	58.22711665	525	23	5.47802734375
IPI00109751	IPI00109751	26.85405726	241	12	10.56494140625
IPI00109753	IPI00109753	63.96807236	573	28	4.76708984375
IPI00109761	IPI00109761	27.7220858	251	15	9.83251953125
IPI00109763	IPI00109763	15.39960213	134	5	6.13818359375
IPI00109764	IPI00109764	90.80089024	767	41	9.84716796875
IPI00109773	IPI00109773	9.65773898	92	5	4.47509765625
IPI00109790	IPI00109790	31.71055411	285	14	9.30517578125
IPI00109791	IPI00109791	21.43398537	190	13	6.37939453125
IPI00109796	IPI00109796	31.05561226	273	13	7.47412109375
IPI00109799	IPI00109799	50.59341917	456	23	9.80322265625
IPI00109801	IPI00109801	19.9965149	185	8	7.79638671875
IPI00109803	IPI00109803	52.90863522	473	23	4.48779296875
IPI00109805	IPI00109805	13.53881218	120	8	6.11279296875
IPI00109806	IPI00109806	24.64366915	216	14	5.59228515625
IPI00109808	IPI00109808	14.22442353	129	6	7.29833984375
IPI00109809	IPI00109809	36.8563953	335	16	7.76708984375
IPI00109812	IPI00109812	58.12813554	517	26	9.01220703125
IPI00109813	IPI00109813	30.4937225	305	17	9.78857421875
IPI00109815	IPI00109815	59.00955262	521	31	8.32373046875
IPI00109820	IPI00109820	59.70215378	538	26	9.40771484375
IPI00109822	IPI00109822	24.863104	219	9	4.61474609375
IPI00109823	IPI00109823	80.29454983	702	40	5.98583984375
IPI00109824	IPI00109824	37.82120021	350	24	9.23193359375
IPI00109858	IPI00109858	23.79646613	205	13	8.19189453125
IPI00109860	IPI00109860	19.72967853	173	8	5.51611328125
IPI00109861	IPI00109861	15.72923306	139	7	8.10400390625
IPI00109863	IPI00109863	29.13875666	270	13	6.75634765625
IPI00109868	IPI00109868	20.84655984	183	11	8.76318359375
IPI00109870	IPI00109870	34.69229553	312	19	5.03369140625
IPI00109873	IPI00109873	60.95236364	518	26	5.03369140625
IPI00109875	IPI00109875	57.26546112	501	32	7.76708984375
IPI00109876	IPI00109876	25.24369745	217	15	6.65380859375
IPI00109878	IPI00109878	12.43773634	122	4	7.04931640625
IPI00109884	IPI00109884	38.15832714	486	8	7.79638671875
IPI00109891	IPI00109891	132.27523883	1200	63	7.79638671875
IPI00109904	IPI00109904	77.18962288	684	36	6.31591796875
IPI00109910	IPI00109910	51.89499121	473	20	7.45947265625
IPI00109915	IPI00109915	10.76375773	98	5	10.33056640625
IPI00109918	IPI00109918	35.45167161	319	13	7.67919921875
IPI00109919	IPI00109919	35.07822544	315	13	7.57666015625
IPI00109922	IPI00109922	27.51404562	248	11	7.82568359375
IPI00109923	IPI00109923	34.93949274	316	12	6.81494140625
IPI00109932	IPI00109932	54.13925702	483	30	8.74853515625
IPI00109946	IPI00109946	27.34799488	240	16	7.45947265625
IPI00109950	IPI00109950	35.39679043	314	10	9.12939453125
IPI00109960	IPI00109960	28.33233259	257	13	7.82568359375
IPI00109962	IPI00109962	32.31427832	290	12	6.50732421875
IPI00109966	IPI00109966	13.79591253	119	7	7.91357421875
IPI00109968	IPI00109968	51.29303835	447	26	6.06201171875
IPI00109969	IPI00109969	12.91415166	116	5	5.66845703125
IPI00109970	IPI00109970	9.95481541	91	4	7.59130859375
IPI00109981	IPI00109981	35.76861943	323	10	7.28369140625
IPI00109989	IPI00109989	26.04916394	237	7	7.07861328125
IPI00109996	IPI00109996	40.66709295	362	24	5.84619140625
IPI00110006	IPI00110006	59.04397531	539	27	5.84619140625
IPI00110013	IPI00110013	10.8678955	97	4	10.55029296875
IPI00110015	IPI00110015	23.28935564	214	12	7.95751953125
IPI00110016	IPI00110016	39.61511874	355	20	7.16650390625
IPI00110044	IPI00110044	71.77859087	657	30	4.36083984375
IPI00110045	IPI00110045	39.33315574	347	17	4.85595703125
IPI00110049	IPI00110049	123.71290064	1087	60	5.94775390625
IPI00110050	IPI00110050	91.43951614	784	42	5.03369140625
IPI00110075	IPI00110075	53.43603629	464	24	5.23681640625
IPI00110076	IPI00110076	53.44033672	463	25	4.84326171875
IPI00110082	IPI00110082	37.03926141	311	18	9.52490234375
IPI00110089	IPI00110089	48.44418655	446	21	5.07177734375
IPI00110091	IPI00110091	37.76218454	354	20	6.26513671875
IPI00110092	IPI00110092	17.65183601	179	5	7.88427734375
IPI00110093	IPI00110093	39.11785463	345	20	6.99072265625
IPI00110096	IPI00110096	16.16253232	144	7	10.49169921875
IPI00110100	IPI00110100	31.20878828	282	13	5.18603515625
IPI00110107	IPI00110107	67.5734873	606	38	6.58056640625
IPI00110108	IPI00110108	23.95155073	219	16	4.52587890625
IPI00110119	IPI00110119	55.27124225	493	33	5.92236328125
IPI00110120	IPI00110120	45.54484465	396	20	7.60595703125
IPI00110121	IPI00110121	40.63591782	373	13	7.28369140625
IPI00110123	IPI00110123	19.6548781	172	10	5.70654296875
IPI00110124	IPI00110124	18.90875828	163	8	5.07177734375
IPI00110127	IPI00110127	13.55057981	119	8	7.82568359375
IPI00110128	IPI00110128	24.11466162	209	13	9.87646484375
IPI00110130	IPI00110130	136.03086522	1231	68	5.96044921875
IPI00110136	IPI00110136	36.00893773	319	10	8.11865234375
IPI00110137	IPI00110137	35.01269959	317	11	9.49560546875
IPI00110152	IPI00110152	14.15538634	123	9	10.12548828125
IPI00110153	IPI00110153	38.34842573	338	18	6.90283203125
IPI00110157	IPI00110157	91.35403866	825	44	9.04150390625
IPI00110162	IPI00110162	22.34222105	195	12	5.85888671875
IPI00110171	IPI00110171	35.79858854	332	14	8.48486328125
IPI00110172	IPI00110172	52.24761487	487	24	6.82958984375
IPI00110173	IPI00110173	46.8464159	418	22	10.33056640625
IPI00110180	IPI00110180	37.8075462	340	24	10.72607421875
IPI00110181	IPI00110181	15.23156857	134	6	9.89111328125
IPI00110182	IPI00110182	32.42238558	296	13	7.28369140625
IPI00110185	IPI00110185	51.80082912	443	26	8.17724609375
IPI00110200	IPI00110200	43.18182306	389	19	7.59130859375
IPI00110201	IPI00110201	69.48728169	599	35	8.76318359375
IPI00110202	IPI00110202	92.50200621	841	51	6.40478515625
IPI00110207	IPI00110207	24.21222067	225	10	5.49072265625
IPI00110208	IPI00110208	12.08617024	109	6	4.88134765625
IPI00110209	IPI00110209	14.57208033	134	7	6.31591796875
IPI00110210	IPI00110210	38.40317059	349	23	8.20654296875
IPI00110214	IPI00110214	25.77818861	229	15	4.85595703125
IPI00110218	IPI00110218	90.59653463	795	44	7.18115234375
IPI00110219	IPI00110219	66.87355631	596	30	7.88427734375
IPI00110220	IPI00110220	151.88442373	1331	72	4.57666015625
IPI00110223	IPI00110223	23.42153636	206	12	10.46240234375
IPI00110224	IPI00110224	32.84167372	298	18	8.70458984375
IPI00110227	IPI00110227	41.56927758	363	21	7.40087890625
IPI00110238	IPI00110238	26.58743206	234	13	6.35400390625
IPI00110244	IPI00110244	21.72940718	191	12	7.44482421875
IPI00110245	IPI00110245	56.4322251	500	26	6.88818359375
IPI00110246	IPI00110246	53.14946724	505	21	7.06396484375
IPI00110247	IPI00110247	76.45996164	671	38	4.90673828125
IPI00110250	IPI00110250	11.64822664	101	7	10.28662109375
IPI00110256	IPI00110256	67.25985434	616	27	9.30517578125
IPI00110259	IPI00110259	21.28744565	192	9	6.81494140625
IPI00110260	IPI00110260	22.03912165	196	12	5.84619140625
IPI00110262	IPI00110262	128.77362901	1159	65	6.97607421875
IPI00110264	IPI00110264	211.33804568	1898	108	6.22705078125
IPI00110265	IPI00110265	43.21043443	389	23	4.97021484375
IPI00110272	IPI00110272	31.4039583	279	12	8.98291015625
IPI00110277	IPI00110277	17.88986511	152	8	8.32373046875
IPI00110280	IPI00110280	57.17658042	492	28	5.69384765625
IPI00110281	IPI00110281	32.84440856	290	18	6.49365234375
IPI00110285	IPI00110285	24.25379926	213	12	10.28662109375
IPI00110289	IPI00110289	27.72490957	263	8	10.02294921875
IPI00110290	IPI00110290	65.17587699	578	29	8.83642578125
IPI00110291	IPI00110291	9.32757203	83	5	8.20654296875
IPI00110294	IPI00110294	35.21557612	313	13	9.68603515625
IPI00110295	IPI00110295	34.34395558	307	12	9.33447265625
IPI00110296	IPI00110296	35.47574308	316	14	9.71533203125
IPI00110297	IPI00110297	37.54839048	332	13	8.52880859375
IPI00110298	IPI00110298	50.7860983	462	26	9.83251953125
IPI00110301	IPI00110301	140.44275026	1261	74	5.10986328125
IPI00110312	IPI00110312	35.99194089	328	17	7.51806640625
IPI00110315	IPI00110315	39.18328566	366	20	7.69384765625
IPI00110317	IPI00110317	15.77401042	142	6	11.22412109375
IPI00110321	IPI00110321	58.91142158	517	29	10.08154296875
IPI00110323	IPI00110323	33.99450106	300	13	8.67529296875
IPI00110325	IPI00110325	40.27068777	354	18	9.86181640625
IPI00110330	IPI00110330	34.78347392	302	10	9.36376953125
IPI00110332	IPI00110332	34.94549933	303	11	10.16943359375
IPI00110334	IPI00110334	34.3624	299	11	10.06689453125
IPI00110335	IPI00110335	34.28834753	300	12	10.16943359375
IPI00110337	IPI00110337	31.79660118	278	10	9.97900390625
IPI00110349	IPI00110349	15.23622739	137	3	4.18310546875
IPI00110350	IPI00110350	20.34254805	179	11	7.88427734375
IPI00110351	IPI00110351	29.1077047	270	12	4.71630859375
IPI00110354	IPI00110354	34.51611143	299	11	9.62744140625
IPI00110355	IPI00110355	64.26625955	585	34	6.34130859375
IPI00110358	IPI00110358	35.01941841	303	12	9.77392578125
IPI00110359	IPI00110359	80.94451568	724	36	5.31298828125
IPI00110361	IPI00110361	36.14279487	312	14	9.74462890625
IPI00110363	IPI00110363	160.69796083	1441	82	5.96044921875
IPI00110365	IPI00110365	34.96402333	309	12	8.79248046875
IPI00110366	IPI00110366	71.91888971	655	38	7.10791015625
IPI00110367	IPI00110367	35.16530949	310	10	9.20263671875
IPI00110368	IPI00110368	31.5253346	279	10	9.29052734375
IPI00110369	IPI00110369	37.30883691	329	15	10.02294921875
IPI00110370	IPI00110370	24.14777228	211	12	8.67529296875
IPI00110377	IPI00110377	13.77004346	119	7	8.45556640625
IPI00110378	IPI00110378	24.95864791	223	11	5.56689453125
IPI00110380	IPI00110380	58.27178476	523	29	8.80712890625
IPI00110385	IPI00110385	13.13681388	117	5	9.17333984375
IPI00110388	IPI00110388	21.69178587	192	9	9.61279296875
IPI00110389	IPI00110389	35.56355849	314	18	6.81494140625
IPI00110390	IPI00110390	27.15451575	247	12	5.08447265625
IPI00110392	IPI00110392	37.60600849	329	14	9.74462890625
IPI00110395	IPI00110395	35.3914156	310	14	9.64208984375
IPI00110398	IPI00110398	34.22211843	302	13	9.93505859375
IPI00110402	IPI00110402	133.10860636	1199	66	6.44287109375
IPI00110404	IPI00110404	8.52341643	73	4	8.44091796875
IPI00110405	IPI00110405	7.0635486	64	3	8.48486328125
IPI00110425	IPI00110425	29.14313949	258	13	7.82568359375
IPI00110426	IPI00110426	105.45438067	939	49	6.65380859375
IPI00110429	IPI00110429	36.49562822	320	9	3.66259765625
IPI00110430	IPI00110430	44.20687796	415	21	7.32763671875
IPI00110435	IPI00110435	174.88464651	1593	76	4.79248046875
IPI00110438	IPI00110438	71.23004377	660	33	7.60595703125
IPI00110451	IPI00110451	77.74969743	696	35	6.06201171875
IPI00110453	IPI00110453	17.46557816	157	8	5.46533203125
IPI00110456	IPI00110456	22.23580934	195	12	10.03759765625
IPI00110457	IPI00110457	28.84431046	255	16	10.68212890625
IPI00110459	IPI00110459	22.28152083	200	9	5.41455078125
IPI00110460	IPI00110460	38.36237261	343	20	5.68115234375
IPI00110462	IPI00110462	12.14935745	121	3	3.92919921875
IPI00110464	IPI00110464	29.0138302	261	14	7.67919921875
IPI00110468	IPI00110468	138.79762858	1280	75	7.44482421875
IPI00110470	IPI00110470	37.18864252	326	15	8.48486328125
IPI00110476	IPI00110476	93.51554224	796	38	9.11474609375
IPI00110485	IPI00110485	94.20251794	879	43	4.97021484375
IPI00110486	IPI00110486	30.26588911	273	15	5.59228515625
IPI00110487	IPI00110487	26.74364107	228	11	4.61474609375
IPI00110492	IPI00110492	17.67648393	161	6	5.26220703125
IPI00110493	IPI00110493	14.98921742	140	5	4.72900390625
IPI00110496	IPI00110496	15.07994953	142	7	6.69775390625
IPI00110503	IPI00110503	32.0434355	291	16	5.37646484375
IPI00110505	IPI00110505	34.8496932	314	10	7.53271484375
IPI00110506	IPI00110506	35.13414417	311	12	8.13330078125
IPI00110507	IPI00110507	34.92395269	310	10	7.92822265625
IPI00110508	IPI00110508	87.33685178	806	43	5.14794921875
IPI00110509	IPI00110509	34.33194788	306	8	7.53271484375
IPI00110519	IPI00110519	22.41494738	215	12	7.60595703125
IPI00110520	IPI00110520	14.37055801	133	5	5.22412109375
IPI00110522	IPI00110522	39.09403783	352	21	7.79638671875
IPI00110524	IPI00110524	18.31296643	160	7	10.69677734375
IPI00110527	IPI00110527	12.05421748	112	6	8.20654296875
IPI00110528	IPI00110528	31.94532646	288	18	4.94482421875
IPI00110531	IPI00110531	34.99699241	311	10	7.78173828125
IPI00110536	IPI00110536	35.25337923	315	7	7.31298828125
IPI00110538	IPI00110538	35.92288894	321	11	9.11474609375
IPI00110539	IPI00110539	49.04675008	445	23	7.44482421875
IPI00110540	IPI00110540	65.40412927	613	31	8.25048828125
IPI00110541	IPI00110541	34.45110287	307	8	8.01611328125
IPI00110543	IPI00110543	34.51791757	308	11	8.90966796875
IPI00110544	IPI00110544	35.83380389	320	11	9.61279296875
IPI00110556	IPI00110556	56.75063445	493	28	8.35302734375
IPI00110566	IPI00110566	20.78541415	189	9	7.85498046875
IPI00110570	IPI00110570	15.7905145	149	9	11.92724609375
IPI00110572	IPI00110572	17.65611088	164	10	8.30908203125
IPI00110573	IPI00110573	17.19399151	165	11	7.56201171875
IPI00110576	IPI00110576	20.59481559	189	12	10.30126953125
IPI00110578	IPI00110578	18.06860462	168	12	9.75927734375
IPI00110579	IPI00110579	39.74073476	358	15	8.76318359375
IPI00110583	IPI00110583	7.20675703	68	6	7.72314453125
IPI00110584	IPI00110584	41.57938686	373	25	4.91943359375
IPI00110585	IPI00110585	47.786412	423	23	4.77978515625
IPI00110588	IPI00110588	67.70687929	577	37	6.18896484375
IPI00110598	IPI00110598	51.08820525	451	24	9.49560546875
IPI00110601	IPI00110601	55.3445771	492	31	9.36376953125
IPI00110609	IPI00110609	21.83793819	197	11	9.14404296875
IPI00110610	IPI00110610	76.02910156	664	43	4.76708984375
IPI00110612	IPI00110612	43.36769946	396	22	5.46533203125
IPI00110615	IPI00110615	9.75178007	102	5	8.14794921875
IPI00110616	IPI00110616	11.80685878	102	6	4.37353515625
IPI00110623	IPI00110623	23.36898995	198	9	5.98583984375
IPI00110624	IPI00110624	78.91058651	690	37	4.89404296875
IPI00110626	IPI00110626	22.53152556	199	8	7.73779296875
IPI00110630	IPI00110630	11.84341679	110	5	9.87646484375
IPI00110632	IPI00110632	10.4002463	100	6	10.27197265625
IPI00110639	IPI00110639	22.0123394	193	10	10.33056640625
IPI00110640	IPI00110640	28.44672237	249	17	7.79638671875
IPI00110641	IPI00110641	12.097193	114	5	10.09619140625
IPI00110655	IPI00110655	18.12166442	153	7	10.43310546875
IPI00110656	IPI00110656	30.84793567	276	17	4.74169921875
IPI00110657	IPI00110657	24.91676261	215	14	5.19873046875
IPI00110658	IPI00110658	15.17478815	142	9	9.02685546875
IPI00110659	IPI00110659	38.12502893	338	18	8.17724609375
IPI00110663	IPI00110663	29.88465583	274	9	5.99853515625
IPI00110664	IPI00110664	18.60843903	166	8	10.46240234375
IPI00110667	IPI00110667	45.69572115	400	18	6.88818359375
IPI00110669	IPI00110669	33.68353229	297	8	7.81103515625
IPI00110671	IPI00110671	31.37268037	276	16	9.90576171875
IPI00110672	IPI00110672	20.48963949	186	11	9.11474609375
IPI00110673	IPI00110673	56.04170462	490	32	6.56591796875
IPI00110674	IPI00110674	24.41324148	218	11	5.40185546875
IPI00110679	IPI00110679	50.82814429	445	24	4.43701171875
IPI00110680	IPI00110680	42.73511495	391	21	8.47021484375
IPI00110684	IPI00110684	32.62815491	289	18	5.18603515625
IPI00110703	IPI00110703	13.21565317	120	6	8.48486328125
IPI00110705	IPI00110705	18.83163356	169	11	5.70654296875
IPI00110706	IPI00110706	12.84150028	120	7	10.50634765625
IPI00110708	IPI00110708	45.08634117	406	24	7.91357421875
IPI00110709	IPI00110709	31.54895037	281	12	9.04150390625
IPI00110716	IPI00110716	64.90196904	581	27	5.36376953125
IPI00110718	IPI00110718	24.09726794	206	11	4.64013671875
IPI00110719	IPI00110719	43.80035412	390	27	7.22509765625
IPI00110721	IPI00110721	33.27753401	298	21	5.05908203125
IPI00110724	IPI00110724	14.44056281	122	5	9.97900390625
IPI00110725	IPI00110725	31.83388687	285	15	9.74462890625
IPI00110729	IPI00110729	24.54230285	219	8	4.39892578125
IPI00110753	IPI00110753	50.08560147	451	25	4.67822265625
IPI00110755	IPI00110755	19.24386457	188	7	8.20654296875
IPI00110757	IPI00110757	52.83637291	466	22	7.75244140625
IPI00110760	IPI00110760	37.74014494	337	18	8.80712890625
IPI00110761	IPI00110761	21.4601079	186	11	9.96435546875
IPI00110762	IPI00110762	42.80385223	392	6	4.18310546875
IPI00110766	IPI00110766	21.07867785	185	9	6.11279296875
IPI00110771	IPI00110771	20.29260262	180	5	6.62451171875
IPI00110772	IPI00110772	15.08868639	138	8	10.63818359375
IPI00110775	IPI00110775	47.09682368	414	24	5.10986328125
IPI00110779	IPI00110779	30.29845847	266	15	8.19189453125
IPI00110781	IPI00110781	40.52201255	375	18	9.87646484375
IPI00110805	IPI00110805	41.06646121	365	24	6.23974609375
IPI00110807	IPI00110807	41.44679804	368	27	6.02392578125
IPI00110808	IPI00110808	29.07999687	255	15	4.75439453125
IPI00110810	IPI00110810	13.4165691	123	6	7.51806640625
IPI00110813	IPI00110813	31.804976	290	11	9.43701171875
IPI00110814	IPI00110814	18.50230604	163	10	5.69384765625
IPI00110815	IPI00110815	54.91626654	499	28	4.80517578125
IPI00110819	IPI00110819	28.25747312	245	15	10.57958984375
IPI00110820	IPI00110820	10.60353518	101	5	6.81494140625
IPI00110823	IPI00110823	44.0205404	387	24	7.44482421875
IPI00110825	IPI00110825	14.29436031	121	8	9.84716796875
IPI00110827	IPI00110827	42.00584415	377	21	4.99560546875
IPI00110843	IPI00110843	38.21260897	358	16	7.63525390625
IPI00110847	IPI00110847	48.99258947	445	16	5.93505859375
IPI00110848	IPI00110848	49.50988251	442	25	9.61279296875
IPI00110849	IPI00110849	28.31532514	256	12	4.47509765625
IPI00110850	IPI00110850	41.69172151	375	21	5.08447265625
IPI00110852	IPI00110852	33.68106748	298	13	4.27197265625
IPI00110853	IPI00110853	37.76781801	329	14	8.42626953125
IPI00110854	IPI00110854	39.6116556	359	20	7.72314453125
IPI00110855	IPI00110855	14.16399082	122	6	4.31005859375
IPI00110856	IPI00110856	54.72538515	494	24	4.77978515625
IPI00110857	IPI00110857	48.41212754	421	21	9.33447265625
IPI00110860	IPI00110860	34.93065295	298	17	8.51416015625
IPI00110862	IPI00110862	23.661122	215	13	5.32568359375
IPI00110864	IPI00110864	21.21674111	174	9	6.87353515625
IPI00110865	IPI00110865	23.35665903	223	13	10.37451171875
IPI00110866	IPI00110866	16.10294192	146	9	5.22412109375
IPI00110867	IPI00110867	26.82948314	244	15	4.76708984375
IPI00110868	IPI00110868	35.26631745	312	15	4.80517578125
IPI00110870	IPI00110870	20.75677684	186	11	10.12548828125
IPI00110873	IPI00110873	56.22146161	535	17	5.60498046875
IPI00110875	IPI00110875	56.24459338	502	27	7.86962890625
IPI00110879	IPI00110879	17.6952728	161	7	10.79931640625
IPI00110880	IPI00110880	33.98998935	308	10	8.61669921875
IPI00110881	IPI00110881	18.36821914	157	10	10.12548828125
IPI00110883	IPI00110883	35.22494848	314	8	6.63916015625
IPI00110885	IPI00110885	34.88927844	313	21	9.48095703125
IPI00110886	IPI00110886	34.94592209	314	10	7.63525390625
IPI00110889	IPI00110889	35.07794476	314	11	7.35693359375
